Finished,Extraversion,Observant,Thinking,Judging,Age,Gender,education,Major,way of watching movies,subscription,Frequency,number of movies,Reasons,With whom,factors,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary
TRUE,25,41,30,51,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,fewer than 5 times a year,0-20,"relaxing,express my feelings,educating",alone,"director,genres,previews",neither like nor dislike,neither like nor dislike,like,like,like,Strongly like,like,neither like nor dislike,Strongly like
TRUE,64,85,64,84,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"relaxing,funny,educating",with family,"director,previews,comments of other audience",like,like,dislike,Strongly dislike,dislike,Strongly dislike,Strongly dislike,like,dislike
TRUE,49,10,52,92,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,previews",neither like nor dislike,Strongly like,Strongly like,neither like nor dislike,like,Strongly like,Strongly dislike,like,like
TRUE,52,46,49,54,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,director,advertisements",dislike,dislike,Strongly dislike,dislike,Strongly dislike,neither like nor dislike,Strongly dislike,dislike,dislike
TRUE,41,46,46,42,20,Female,bachelor,arts-related,Go to cinema or theatres,Somtimes,fewer than 5 times a year,21-40,Entertaining,With friends,"Actor/actress,director,advertisements",neither like nor dislike,Strongly dislike,dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,dislike,dislike
TRUE,41,44,44,33,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,17,69,28,43,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,21-40,Entertaining,With friends,"Actor/actress,director,previews",like,Strongly like,like,Strongly like,neither like nor dislike,Strongly like,neither like nor dislike,like,neither like nor dislike
TRUE,54,48,56,57,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",like,Strongly like,like,Strongly like,like,like,like,neither like nor dislike,like
TRUE,32,52,48,51,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,express my feelings",With friends,"Actor/actress,genres,previews",neither like nor dislike,like,like,like,dislike,like,dislike,neither like nor dislike,like
TRUE,46,45,57,26,19,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,Strongly like,Strongly like,neither like nor dislike,like,Strongly dislike,dislike,dislike
TRUE,25,34,24,53,22,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,21-40,"Entertaining,relaxing,express my feelings",With friends,"genres,previews,comments of other audience",neither like nor dislike,like,neither like nor dislike,neither like nor dislike,like,like,like,neither like nor dislike,like
TRUE,74,68,52,75,,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,over 40,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,previews",neither like nor dislike,like,like,like,like,Strongly like,Strongly dislike,like,like
TRUE,52,52,46,53,22,Male,high school or below,literature language and social sciences,on mobile devices at home or other places,Never,6-10 times a year,21-40,relaxing,With friends,"Actor/actress,genres,comments of other audience",Strongly dislike,dislike,dislike,neither like nor dislike,Strongly dislike,Strongly dislike,dislike,Strongly dislike,dislike
TRUE,53,53,56,51,26,Non-binary / third gender,bachelor,arts-related,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,relaxing,With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,42,53,42,56,20,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"relaxing,funny",with boyfriend/girlfriend,"Actor/actress,advertisements,comments of other audience",Strongly like,Strongly like,like,Strongly like,dislike,Strongly like,neither like nor dislike,dislike,dislike
TRUE,60,60,53,70,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,educating",with family,"director,advertisements,previews",like,like,like,like,like,neither like nor dislike,like,like,like
TRUE,73,59,65,69,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,"funny,express my feelings,educating",With friends,"Actor/actress,genres,previews",like,like,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,dislike
TRUE,53,59,60,49,20,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,21-40,"Entertaining,relaxing,educating",With friends,"genres,previews,comments of other audience",like,like,like,like,like,like,neither like nor dislike,like,like
TRUE,65,53,54,69,22,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"relaxing,funny,educating",With friends,"Actor/actress,genres,previews",neither like nor dislike,dislike,dislike,like,Strongly like,neither like nor dislike,neither like nor dislike,like,neither like nor dislike
TRUE,41,44,42,40,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,53,37,23,33,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,like,Strongly like,neither like nor dislike,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,46,51,46,54,,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"advertisements,previews,comments of other audience",like,neither like nor dislike,like,Strongly like,like,Strongly like,neither like nor dislike,like,neither like nor dislike
TRUE,45,62,30,56,19,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,with family,"Actor/actress,advertisements,previews",like,like,like,like,like,like,like,like,like
TRUE,33,66,17,57,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,previews",like,like,Strongly like,Strongly like,like,Strongly like,neither like nor dislike,like,dislike
TRUE,41,39,43,77,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,previews,comments of other audience",dislike,Strongly dislike,Strongly dislike,dislike,dislike,dislike,dislike,Strongly dislike,Strongly dislike
TRUE,69,78,78,85,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,Entertaining,With friends,"Actor/actress,advertisements,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,38,57,46,43,20,Female,high school or below,arts-related,Go to cinema or theatres,Never,fewer than 5 times a year,0-20,"Entertaining,funny",with family,"Actor/actress,genres,previews",neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like,neither like nor dislike,like,like
TRUE,68,81,79,77,22,Male,high school or below,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,genres,previews",neither like nor dislike,like,like,like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,like
TRUE,17,49,40,88,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"advertisements,previews,comments of other audience",neither like nor dislike,Strongly like,Strongly like,Strongly like,dislike,Strongly like,Strongly like,like,dislike
TRUE,56,51,44,58,19,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with family,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,56,46,57,52,20,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"funny,express my feelings,educating",With friends,"Actor/actress,advertisements,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,like,like,neither like nor dislike,like,Strongly like
TRUE,53,58,53,51,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,advertisements",dislike,neither like nor dislike,neither like nor dislike,Strongly like,like,like,Strongly dislike,neither like nor dislike,like
TRUE,42,63,75,51,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,relaxing,With friends,"Actor/actress,advertisements,previews",like,like,like,like,like,like,like,like,like
TRUE,66,30,32,63,20,Male,high school or below,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,educating",with boyfriend/girlfriend,"Actor/actress,genres,previews",neither like nor dislike,Strongly like,Strongly like,neither like nor dislike,neither like nor dislike,Strongly like,Strongly dislike,Strongly like,neither like nor dislike
TRUE,54,43,48,36,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"relaxing,express my feelings",With friends,"Actor/actress,director,previews",Strongly dislike,Strongly dislike,like,like,neither like nor dislike,Strongly like,like,like,Strongly dislike
TRUE,52,54,50,55,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"relaxing,funny",with boyfriend/girlfriend,"director,genres,previews",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
